CLASS_NAME	PERSON_FULL_NAME	BEGIN_HH_TIME	SECTION_END_DATE	AVAIL_SEAT	DAY_CODE	BLDG_CODE	BEGIN_MM_TIME	FK_CDI_INSTR_TYPE	FK_SPM_SPCL_MTG_CD	COUNT_ON_WAITLIST	END_HH_TIME	PRIMARY_INSTR_FLAG	LONG_DESC	END_MM_TIME	SECTION_START_DATE	STP_ENRLT_FLAG	SCTN_ENRLT_QTY	START_DATE	ROOM_CODE	SECTION_NUMBER	SECT_CODE	BEFORE_DESC	SCTN_CPCTY_QTY	FK_SST_SCTN_STATCD
CHEM 251	Zid, Brian M	0	2017-12-08	9998	 	TBA	0	CO	TBA	0	0	Y	                              	0	2017-09-28	N	1	 	TBA	915968	046	 	9999	AC	
CHEM 251	Yang, Jerry	0	2017-12-08	9997	 	TBA	0	CO	TBA	0	0	Y	                              	0	2017-09-28	N	2	 	TBA	920081	047	 	9999	AC	
CHEM 251	Yuen Zhou, Joel	0	2017-12-08	9996	 	TBA	0	CO	TBA	0	0	Y	                              	0	2017-09-28	N	3	 	TBA	921275	048	 	9999	AC	
CHEM 251	Komor, Alexis C	0	2017-12-08	9998	 	TBA	0	CO	TBA	0	0	Y	                              	0	2017-09-28	N	1	 	TBA	928203	049	 	9999	AC	
CHEM 252	Theodorakis, Emmanouil	12	2017-12-08	0	24	NSB  	30	LE	  	8	13	Y	                              	50	2017-09-28	Y	30	2017-09-28	2303 	915969	A00	 	30	AC	
CHEM 252	Theodorakis, Emmanouil	11	2017-12-08	0	5	NSB  	30	LE	FI	8	14	Y	                              	29	2017-09-28	Y	30	2017-12-15	2303 	915969	A00	 	30	AC	
CHEM 254	Tor, Yitzhak	17	2017-12-08	12	24	YORK 	0	LE	  	0	18	Y	                              	20	2017-09-28	N	38	2017-09-28	2622 	915970	A00	 	50	AC	
CHEM 254	Tor, Yitzhak	19	2017-12-08	12	5	YORK 	0	LE	FI	0	21	Y	                              	59	2017-09-28	N	38	2017-12-15	2622 	915970	A00	 	50	AC	
CHEM 291	Komives, Elizabeth A	17	2017-12-08	9	2	LFFB 	0	SE	  	0	18	Y	                              	50	2017-09-28	N	11	2017-09-28	107  	919094	A00	 	20	AC	
CHEM 294	Theodorakis, Emmanouil	11	2017-12-08	46	1	     	0	SE	  	0	12	Y	                              	20	2017-09-28	N	29	2017-09-28	     	915972	A00	 	75	AC	
CHEM 296	Amaro, Rommie E	16	2017-12-08	55	2	     	0	SE	  	0	17	Y	                              	20	2017-09-28	N	20	2017-09-28	     	915973	A00	 	75	AC	
CHEM 298	Continetti, Robert E.	0	2017-12-08	9993	 	TBA	0	IN	TBA	0	0	Y	                              	0	2017-09-28	N	6	 	TBA	928063	001	 	9999	AC	
CHEM 298	Hermann, Thomas	0	2017-12-08	9990	 	TBA	0	IN	TBA	0	0	Y	                              	0	2017-09-28	N	9	 	TBA	928064	002	 	9999	AC	
CHEM 298	Schimpf, Alina M	0	2017-12-08	9991	 	TBA	0	IN	TBA	0	0	Y	                              	0	2017-09-28	N	8	 	TBA	928065	003	 	9999	AC	
CHEM 298	Schmidt, Valerie A	0	2017-12-08	9990	 	TBA	0	IN	TBA	0	0	Y	                              	0	2017-09-28	N	9	 	TBA	928066	004	 	9999	AC	
CHEM 298	Tauber, Michael	0	2017-12-08	9996	 	TBA	0	IN	TBA	0	0	Y	                              	0	2017-09-28	N	3	 	TBA	928067	005	 	9999	AC	
CHEM 298	Toor, Navtej	0	2017-12-08	9991	 	TBA	0	IN	TBA	0	0	Y	                              	0	2017-09-28	N	8	 	TBA	928068	006	 	9999	AC	
CHEM 298	Yang, Jerry	0	2017-12-08	9993	 	TBA	0	IN	TBA	0	0	Y	                              	0	2017-09-28	N	6	 	TBA	928069	007	 	9999	AC	
CHEM 299	Abagyan, Ruben	0	2017-12-08	9997	 	TBA	0	IN	TBA	0	0	Y	                              	0	2017-09-28	N	2	 	TBA	915974	001	 	9999	AC	
CHEM 299	Almutairi, Adah	0	2017-12-08	9997	 	TBA	0	IN	TBA	0	0	Y	                              	0	2017-09-28	N	2	 	TBA	915975	002	 	9999	AC	
CHEM 299	Amaro, Rommie E	0	2017-12-08	9989	 	TBA	0	IN	TBA	0	0	Y	                              	0	2017-09-28	N	10	 	TBA	915976	003	 	9999	AC	
CHEM 299	Bertrand, Guy	0	2017-12-08	9993	 	TBA	0	IN	TBA	0	0	Y	                              	0	2017-09-28	N	6	 	TBA	915977	004	 	9999	AC	
CHEM 299	Burkart, Michael D	0	2017-12-08	9990	 	TBA	0	IN	TBA	0	0	Y	                              	0	2017-09-28	N	9	 	TBA	915978	005	 	9999	AC	
CHEM 299	Bussey, Thomas J	0	2017-12-08	9999	 	TBA	0	IN	TBA	0	0	Y	                              	0	2017-09-28	N	0	 	TBA	915979	006	 	9999	AC	
CHEM 299	Chang, Geoffrey A.	0	2017-12-08	9998	 	TBA	0	IN	TBA	0	0	Y	                              	0	2017-09-28	N	1	 	TBA	915980	007	 	9999	AC	
CHEM 299	Cohen, Seth M	0	2017-12-08	9991	 	TBA	0	IN	TBA	0	0	Y	                              	0	2017-09-28	N	8	 	TBA	915981	008	 	9999	AC	
CHEM 299	Continetti, Robert E.	0	2017-12-08	9996	 	TBA	0	IN	TBA	0	0	Y	                              	0	2017-09-28	N	3	 	TBA	915982	009	 	9999	AC	
CHEM 299	Corbett, Kevin Daniel	0	2017-12-08	9998	 	TBA	0	IN	TBA	0	0	Y	                              	0	2017-09-28	N	1	 	TBA	915983	010	 	9999	AC	
CHEM 299	Dennis, Edward A.	0	2017-12-08	9999	 	TBA	0	IN	TBA	0	0	Y	                              	0	2017-09-28	N	0	 	TBA	915984	011	 	9999	AC	
CHEM 299	Devaraj, Neal Krishna	0	2017-12-08	9992	 	TBA	0	IN	TBA	0	0	Y	                              	0	2017-09-28	N	7	 	TBA	915985	012	 	9999	AC	
CHEM 299	Donoghue, Daniel J.	0	2017-12-08	9994	 	TBA	0	IN	TBA	0	0	Y	                              	0	2017-09-28	N	5	 	TBA	915986	013	 	9999	AC	
CHEM 299	Figueroa, Joshua	0	2017-12-08	9994	 	TBA	0	IN	TBA	0	0	Y	                              	0	2017-09-28	N	5	 	TBA	915987	014	 	9999	AC	
CHEM 299	Fu, Xiang-Dong	0	2017-12-08	9998	 	TBA	0	IN	TBA	0	0	Y	                              	0	2017-09-28	N	1	 	TBA	915988	015	 	9999	AC	
CHEM 299	Gerwick, William Henry	0	2017-12-08	9998	 	TBA	0	IN	TBA	0	0	Y	                              	0	2017-09-28	N	1	 	TBA	915989	016	 	9999	AC	
CHEM 299	Ghosh, Gourisankar	0	2017-12-08	9995	 	TBA	0	IN	TBA	0	0	Y	                              	0	2017-09-28	N	4	 	TBA	915990	017	 	9999	AC	
CHEM 299	Ghosh, Partho	0	2017-12-08	9998	 	TBA	0	IN	TBA	0	0	Y	                              	0	2017-09-28	N	1	 	TBA	915991	018	 	9999	AC	
CHEM 299	Gianneschi, Nathan	0	2017-12-08	9996	 	TBA	0	IN	TBA	0	0	Y	                              	0	2017-09-28	N	3	 	TBA	915992	019	 	9999	AC	
CHEM 299	Gilson, Michael K.	0	2017-12-08	9997	 	TBA	0	IN	TBA	0	0	Y	                              	0	2017-09-28	N	2	 	TBA	915993	020	 	9999	AC	
CHEM 299	Godula, Kamil	0	2017-12-08	9989	 	TBA	0	IN	TBA	0	0	Y	                              	0	2017-09-28	N	10	 	TBA	915994	021	 	9999	AC	
CHEM 299	Grassian, Vicki Helene	0	2017-12-08	9990	 	TBA	0	IN	TBA	0	0	Y	                              	0	2017-09-28	N	9	 	TBA	915995	022	 	9999	AC	
CHEM 299	Hermann, Thomas	0	2017-12-08	9995	 	TBA	0	IN	TBA	0	0	Y	                              	0	2017-09-28	N	4	 	TBA	915996	023	 	9999	AC	
CHEM 299	Hughes, Chambers Connor	0	2017-12-08	9998	 	TBA	0	IN	TBA	0	0	Y	                              	0	2017-09-28	N	1	 	TBA	915997	024	 	9999	AC	
CHEM 299	Jennings, Patricia A.	0	2017-12-08	9997	 	TBA	0	IN	TBA	0	0	Y	                              	0	2017-09-28	N	2	 	TBA	915998	025	 	9999	AC	
CHEM 299	Joseph, Simpson	0	2017-12-08	9991	 	TBA	0	IN	TBA	0	0	Y	                              	0	2017-09-28	N	8	 	TBA	915999	026	 	9999	AC	
CHEM 299	Kim, Judy E.	0	2017-12-08	9996	 	TBA	0	IN	TBA	0	0	Y	                              	0	2017-09-28	N	3	 	TBA	916000	027	 	9999	AC	
CHEM 299	Komives, Elizabeth A	0	2017-12-08	9995	 	TBA	0	IN	TBA	0	0	Y	                              	0	2017-09-28	N	4	 	TBA	916001	028	 	9999	AC	
CHEM 299	Kubiak, Clifford Paul	0	2017-12-08	9992	 	TBA	0	IN	TBA	0	0	Y	                              	0	2017-09-28	N	7	 	TBA	916002	029	 	9999	AC	
CHEM 299	Leschziner, Andres E	0	2017-12-08	9997	 	TBA	0	IN	TBA	0	0	Y	                              	0	2017-09-28	N	2	 	TBA	916003	030	 	9999	AC	
CHEM 299	Lindenberg, Katja	0	2017-12-08	9998	 	TBA	0	IN	TBA	0	0	Y	                              	0	2017-09-28	N	1	 	TBA	916004	031	 	9999	AC	
CHEM 299	McCammon, James Andrew	0	2017-12-08	9998	 	TBA	0	IN	TBA	0	0	Y	                              	0	2017-09-28	N	1	 	TBA	916005	032	 	9999	AC	
CHEM 299	Molinski, Tadeusz	0	2017-12-08	9998	 	TBA	0	IN	TBA	0	0	Y	                              	0	2017-09-28	N	1	 	TBA	916006	033	 	9999	AC	
CHEM 299	Muller, Ulrich K.	0	2017-12-08	9994	 	TBA	0	IN	TBA	0	0	Y	                              	0	2017-09-28	N	5	 	TBA	916007	034	 	9999	AC	
CHEM 299	Oconnor, Joseph M.	0	2017-12-08	9994	 	TBA	0	IN	TBA	0	0	Y	                              	0	2017-09-28	N	5	 	TBA	916008	035	 	9999	AC	
CHEM 299	O'Donoghue, Anthony John	0	2017-12-08	9998	 	TBA	0	IN	TBA	0	0	Y	                              	0	2017-09-28	N	1	 	TBA	916009	036	 	9999	AC	
CHEM 299	Ong, Shyue Ping	0	2017-12-08	9998	 	TBA	0	IN	TBA	0	0	Y	                              	0	2017-09-28	N	1	 	TBA	916010	037	 	9999	AC	
CHEM 299	Opella, Stanley J	0	2017-12-08	9996	 	TBA	0	IN	TBA	0	0	Y	                              	0	2017-09-28	N	3	 	TBA	916011	038	 	9999	AC	
CHEM 299	Paesani, Francesco	0	2017-12-08	9995	 	TBA	0	IN	TBA	0	0	Y	                              	0	2017-09-28	N	4	 	TBA	916012	039	 	9999	AC	
CHEM 299	Prather, Kimberly A	0	2017-12-08	9994	 	TBA	0	IN	TBA	0	0	Y	                              	0	2017-09-28	N	5	 	TBA	916013	040	 	9999	AC	
CHEM 299	Richman, Douglas D.	0	2017-12-08	9999	 	TBA	0	IN	TBA	0	0	Y	                              	0	2017-09-28	N	0	 	TBA	916014	041	 	9999	AC	
CHEM 299	Rinehart, Jeffrey Dennis	0	2017-12-08	9997	 	TBA	0	IN	TBA	0	0	Y	                              	0	2017-09-28	N	2	 	TBA	916015	042	 	9999	AC	
CHEM 299	Sailor, Michael Joseph	0	2017-12-08	9998	 	TBA	0	IN	TBA	0	0	Y	                              	0	2017-09-28	N	1	 	TBA	916016	043	 	9999	AC	
CHEM 299	Schimpf, Alina M	0	2017-12-08	9997	 	TBA	0	IN	TBA	0	0	Y	                              	0	2017-09-28	N	2	 	TBA	916017	044	 	9999	AC	
CHEM 299	Schmidt, Valerie A	0	2017-12-08	9996	 	TBA	0	IN	TBA	0	0	Y	                              	0	2017-09-28	N	3	 	TBA	916018	045	 	9999	AC	
CHEM 299	Siegel, Dionicio R.	0	2017-12-08	9998	 	TBA	0	IN	TBA	0	0	Y	                              	0	2017-09-28	N	1	 	TBA	916019	046	 	9999	AC	
CHEM 299	Sinha, Amitabha	0	2017-12-08	9998	 	TBA	0	IN	TBA	0	0	Y	                              	0	2017-09-28	N	1	 	TBA	916020	047	 	9999	AC	
CHEM 299	Tauber, Michael	0	2017-12-08	9997	 	TBA	0	IN	TBA	0	0	Y	                              	0	2017-09-28	N	2	 	TBA	916021	048	 	9999	AC	
CHEM 299	Taylor, Susan S.	0	2017-12-08	9997	 	TBA	0	IN	TBA	0	0	Y	                              	0	2017-09-28	N	2	 	TBA	916022	049	 	9999	AC	
CHEM 299	Tezcan, Faik	0	2017-12-08	9992	 	TBA	0	IN	TBA	0	0	Y	                              	0	2017-09-28	N	7	 	TBA	916023	050	 	9999	AC	
CHEM 299	Theodorakis, Emmanouil	0	2017-12-08	9997	 	TBA	0	IN	TBA	0	0	Y	                              	0	2017-09-28	N	2	 	TBA	916024	051	 	9999	AC	
CHEM 299	Thiemens, Mark H	0	2017-12-08	9997	 	TBA	0	IN	TBA	0	0	Y	                              	0	2017-09-28	N	2	 	TBA	916025	052	 	9999	AC	
CHEM 299	Toor, Navtej	0	2017-12-08	9996	 	TBA	0	IN	TBA	0	0	Y	                              	0	2017-09-28	N	3	 	TBA	916026	053	 	9999	AC	
CHEM 299	Tor, Yitzhak	0	2017-12-08	9994	 	TBA	0	IN	TBA	0	0	Y	                              	0	2017-09-28	N	5	 	TBA	916027	054	 	9999	AC	
CHEM 299	Tukey, Robert H	0	2017-12-08	9998	 	TBA	0	IN	TBA	0	0	Y	                              	0	2017-09-28	N	1	 	TBA	916028	055	 	9999	AC	
CHEM 299	Walker, Ross Charles	0	2017-12-08	9997	 	TBA	0	IN	TBA	0	0	Y	                              	0	2017-09-28	N	2	 	TBA	916029	056	 	9999	AC	
CHEM 299	Wang, Wei	0	2017-12-08	9998	 	TBA	0	IN	TBA	0	0	Y	                              	0	2017-09-28	N	1	 	TBA	916030	057	 	9999	AC	
CHEM 299	Weare, John H.	0	2017-12-08	9997	 	TBA	0	IN	TBA	0	0	Y	                              	0	2017-09-28	N	2	 	TBA	916031	058	 	9999	AC	
CHEM 299	Weizman, Haim	0	2017-12-08	9999	 	TBA	0	IN	TBA	0	0	Y	                              	0	2017-09-28	N	0	 	TBA	916032	059	 	9999	AC	
CHEM 299	Rinehart, Jeffrey Dennis	0	2017-12-08	9999	 	TBA	0	IN	TBA	0	0	Y	                              	0	2017-09-28	N	0	 	TBA	916033	060	 	9999	AC	
CHEM 299	Yang, Jerry	0	2017-12-08	9997	 	TBA	0	IN	TBA	0	0	Y	                              	0	2017-09-28	N	2	 	TBA	916034	061	 	9999	AC	
CHEM 299	Yuen Zhou, Joel	0	2017-12-08	9996	 	TBA	0	IN	TBA	0	0	Y	                              	0	2017-09-28	N	3	 	TBA	916035	062	 	9999	AC	
CHEM 299	Zhou, Huilin	0	2017-12-08	9999	 	TBA	0	IN	TBA	0	0	Y	                              	0	2017-09-28	N	0	 	TBA	916036	063	 	9999	AC	
CHEM 299	Zid, Brian M	0	2017-12-08	9997	 	TBA	0	IN	TBA	0	0	Y	                              	0	2017-09-28	N	2	 	TBA	916037	064	 	9999	AC	
CHEM 299	Adams, Joseph A.	0	2017-12-08	9998	 	TBA	0	IN	TBA	0	0	Y	                              	0	2017-09-28	N	1	 	TBA	919841	065	 	9999	AC	
CHEM 299	Wang, Yingxiao	0	2017-12-08	9998	 	TBA	0	IN	TBA	0	0	Y	                              	0	2017-09-28	N	1	 	TBA	920269	066	 	9999	AC	
CHEM 299	Xiong, Wei	0	2017-12-08	9995	 	TBA	0	IN	TBA	0	0	Y	                              	0	2017-09-28	N	4	 	TBA	921274	067	 	9999	AC	
CHEM 299	Dorrestein, Pieter	0	2017-12-08	9998	 	TBA	0	IN	TBA	0	0	Y	                              	0	2017-09-28	N	1	 	TBA	926717	068	 	9999	AC	
CHEM 299	O'Shea, Clodagh	0	2017-12-08	9998	 	TBA	0	IN	TBA	0	0	Y	                              	0	2017-09-28	N	1	 	TBA	928245	069	 	9999	AC	
CHEM 509	Kim, Judy E.	18	2017-12-08	15	3	NSB  	0	SE	  	0	19	Y	                              	20	2017-09-28	N	65	2017-09-28	2303 	916038	A00	 	80	AC	
CHIN 10AD	Chen, Pei-Chia	11	2017-12-08	1	135	YORK 	0	TU	  	0	11	Y	                              	50	2017-09-28	N	9	2017-09-28	3050A	907063	A01	 	10	AC	
CHIN 10AD	Chen, Pei-Chia	13	2017-12-08	7	135	YORK 	0	TU	  	0	13	Y	                              	50	2017-09-28	N	3	2017-09-28	3050A	907064	A02	 	10	AC	
CHIN 10AD	Chen, Pei-Chia	10	2017-12-08	0	135	YORK 	0	TU	  	0	10	Y	                              	50	2017-09-28	N	10	2017-09-28	3050A	907068	B01	 	10	AC	
CHIN 10AD	Chen, Pei-Chia	12	2017-12-08	0	135	YORK 	0	TU	  	0	12	Y	                              	50	2017-09-28	N	0	2017-09-28	3050A	907069	B02	 	0	AC	
CHIN 10AD	Chen, Pei-Chia	14	2017-12-08	4	135	YORK 	0	TU	  	0	14	Y	                              	50	2017-09-28	N	6	2017-09-28	3050A	907070	B03	 	10	AC	
CHIN 10AD	Chen, Pei-Chia	9	2017-12-08	35	24	HSS  	30	LE	  	0	10	Y	                              	50	2017-09-28	N	0	2017-09-28	2154 	907062	A00	 	35	NC	
CHIN 10AD	Chen, Pei-Chia	11	2017-12-08	35	24	HSS  	0	LE	  	0	12	Y	                              	20	2017-09-28	N	0	2017-09-28	2154 	907067	B00	 	35	NC	
CHIN 10AD	Chen, Pei-Chia	8	2017-12-08	35	4	HSS  	0	LE	FI	0	10	Y	                              	59	2017-09-28	N	0	2017-12-14	2154 	907062	A00	 	35	NC	
CHIN 10AD	Chen, Pei-Chia	11	2017-12-08	35	3	HSS  	30	LE	FI	0	14	Y	                              	29	2017-09-28	N	0	2017-12-13	2154 	907067	B00	 	35	NC	
CHIN 10AD	Staff	0	2017-12-08	0	 	TBA	0	TU	TBA	0	0	 	                              	0	2017-09-28	N	0	 	TBA	907065	A03	AC                            	0	CA	
CHIN 10AD	Staff	0	2017-12-08	35	 	TBA	0	LA	TBA	0	0	 	                              	0	2017-09-28	N	0	 	TBA	907066	A50	 	35	NC	
CHIN 10AD	Staff	0	2017-12-08	35	 	TBA	0	LA	TBA	0	0	 	                              	0	2017-09-28	N	0	 	TBA	907071	B50	 	35	NC	
CHIN 10AM	Xu, Li	10	2017-12-08	0	13	SSB  	0	TU	  	0	10	Y	                              	50	2017-09-28	N	0	2017-09-28	106  	907073	A01	 	0	AC	
CHIN 10AM	Xu, Li	11	2017-12-08	1	13	SSB  	0	TU	  	0	11	Y	                              	50	2017-09-28	N	11	2017-09-28	106  	907074	A02	 	12	AC	
CHIN 10AM	Xu, Li	13	2017-12-08	3	13	SSB  	0	TU	  	0	13	Y	                              	50	2017-09-28	N	9	2017-09-28	106  	907075	A03	 	12	AC	
CHIN 10AM	Xu, Li	15	2017-12-08	32	24	HSS  	30	LE	  	0	16	Y	                              	50	2017-09-28	N	0	2017-09-28	2150 	907072	A00	 	32	NC	
CHIN 10AM	Xu, Li	15	2017-12-08	32	1	HSS  	0	LE	FI	0	17	Y	                              	59	2017-09-28	N	0	2017-12-11	2150 	907072	A00	 	32	NC	
CHIN 10AM	Staff	0	2017-12-08	32	 	TBA	0	LA	TBA	0	0	 	                              	0	2017-09-28	N	0	 	TBA	907076	A50	 	32	NC	
CHIN 10AN	Cha, Samuel	10	2017-12-08	0	135	YORK 	0	TU	  	2	10	Y	                              	50	2017-09-28	Y	10	2017-09-28	3050B	907078	A01	 	10	AC	
CHIN 10AN	Cha, Samuel	13	2017-12-08	0	135	YORK 	0	TU	  	0	13	Y	                              	50	2017-09-28	N	10	2017-09-28	3050B	907079	A02	 	10	AC	
CHIN 10AN	Cha, Samuel	16	2017-12-08	0	135	YORK 	0	TU	  	0	16	Y	                              	50	2017-09-28	N	10	2017-09-28	4060A	907080	A03	 	10	AC	
CHIN 10AN	Cha, Samuel	11	2017-12-08	0	135	YORK 	0	TU	  	0	11	Y	                              	50	2017-09-28	N	10	2017-09-28	3050B	907083	B01	 	10	AC	
CHIN 10AN	Cha, Samuel	15	2017-12-08	4	135	YORK 	0	TU	  	0	15	Y	                              	50	2017-09-28	N	6	2017-09-28	3050B	907084	B02	 	10	AC	
CHIN 10AN	Cha, Samuel	9	2017-12-08	4	135	YORK 	0	TU	  	0	9	Y	                              	50	2017-09-28	N	6	2017-09-28	3050B	907085	B03	 	10	AC	
CHIN 10AN	Cha, Samuel	12	2017-12-08	3	135	YORK 	0	TU	  	0	12	Y	                              	50	2017-09-28	N	7	2017-09-28	3050B	907088	C01	 	10	AC	
CHIN 10AN	Cha, Samuel	14	2017-12-08	0	135	YORK 	0	TU	  	0	14	Y	                              	50	2017-09-28	N	10	2017-09-28	3050B	907089	C02	 	10	AC	
CHIN 10AN	Cha, Samuel	11	2017-12-08	37	24	SOLIS	0	LE	  	0	12	Y	                              	20	2017-09-28	N	0	2017-09-28	109  	907077	A00	 	37	NC	
CHIN 10AN	Cha, Samuel	14	2017-12-08	37	24	SOLIS	0	LE	  	0	15	Y	                              	20	2017-09-28	N	0	2017-09-28	109  	907082	B00	 	37	NC	
CHIN 10AN	Cha, Samuel	15	2017-12-08	32	24	SOLIS	30	LE	  	0	16	Y	                              	50	2017-09-28	N	0	2017-09-28	109  	907087	C00	 	32	NC	
CHIN 10AN	Cha, Samuel	11	2017-12-08	37	3	SOLIS	30	LE	FI	0	14	Y	                              	29	2017-09-28	N	0	2017-12-13	109  	907077	A00	 	37	NC	
CHIN 10AN	Cha, Samuel	15	2017-12-08	37	4	SOLIS	0	LE	FI	0	17	Y	                              	59	2017-09-28	N	0	2017-12-14	109  	907082	B00	 	37	NC	
CHIN 10AN	Cha, Samuel	15	2017-12-08	32	1	SOLIS	0	LE	FI	0	17	Y	                              	59	2017-09-28	N	0	2017-12-11	109  	907087	C00	 	32	NC	
CHIN 10AN	Staff	0	2017-12-08	37	 	TBA	0	LA	TBA	0	0	 	                              	0	2017-09-28	N	0	 	TBA	907081	A50	 	37	NC	
CHIN 10AN	Staff	0	2017-12-08	37	 	TBA	0	LA	TBA	0	0	 	                              	0	2017-09-28	N	0	 	TBA	907086	B50	 	37	NC	
CHIN 10AN	Staff	0	2017-12-08	32	 	TBA	0	LA	TBA	0	0	 	                              	0	2017-09-28	N	0	 	TBA	907090	C50	 	32	NC	
CHIN 20AD	Wang, Xiao	10	2017-12-08	3	13	YORK 	0	TU	  	0	10	Y	                              	50	2017-09-28	N	9	2017-09-28	4060A	907092	A01	 	12	AC	
CHIN 20AD	Wang, Xiao	12	2017-12-08	2	13	YORK 	0	TU	  	0	12	Y	                              	50	2017-09-28	N	10	2017-09-28	4060A	907093	A02	 	12	AC	
CHIN 20AD	Wang, Xiao	14	2017-12-08	0	13	YORK 	0	TU	  	0	14	Y	                              	50	2017-09-28	N	0	2017-09-28	4060A	907094	A03	 	0	AC	
CHIN 20AD	Wang, Xiao	11	2017-12-08	3	13	YORK 	0	TU	  	0	11	Y	                              	50	2017-09-28	N	9	2017-09-28	4060A	907096	B01	 	12	AC	
CHIN 20AD	Wang, Xiao	13	2017-12-08	0	13	YORK 	0	TU	  	0	13	Y	                              	50	2017-09-28	N	12	2017-09-28	4060A	907097	B02	 	12	AC	
CHIN 20AD	Wang, Xiao	9	2017-12-08	0	13	YORK 	0	TU	  	1	9	Y	                              	50	2017-09-28	Y	0	2017-09-28	4060A	907098	B03	 	0	AC	
CHIN 20AD	Wang, Xiao	14	2017-12-08	36	24	HSS  	0	LE	  	0	15	Y	                              	20	2017-09-28	N	0	2017-09-28	2154 	907091	A00	 	36	NC	
CHIN 20AD	Wang, Xiao	15	2017-12-08	36	24	HSS  	30	LE	  	0	16	Y	                              	50	2017-09-28	N	0	2017-09-28	2154 	907095	B00	 	36	NC	
CHIN 20AD	Wang, Xiao	15	2017-12-08	36	4	HSS  	0	LE	FI	0	17	Y	                              	59	2017-09-28	N	0	2017-12-14	2154 	907091	A00	 	36	NC	
CHIN 20AD	Wang, Xiao	15	2017-12-08	36	1	HSS  	0	LE	FI	0	17	Y	                              	59	2017-09-28	N	0	2017-12-11	2154 	907095	B00	 	36	NC	
CHIN 20AM	Wang, Xiao	14	2017-12-08	1	13	SSB  	0	TU	  	0	14	Y	                              	50	2017-09-28	N	12	2017-09-28	106  	907100	A01	 	13	AC	
CHIN 20AM	Wang, Xiao	15	2017-12-08	2	13	SSB  	0	TU	  	0	15	Y	                              	50	2017-09-28	N	11	2017-09-28	106  	907101	A02	 	13	AC	
CHIN 20AM	Wang, Xiao	16	2017-12-08	0	13	SSB  	0	TU	  	0	16	Y	                              	50	2017-09-28	N	0	2017-09-28	106  	907102	A03	 	0	AC	
CHIN 20AM	Wang, Xiao	12	2017-12-08	36	24	HSS  	30	LE	  	0	13	Y	                              	50	2017-09-28	N	0	2017-09-28	2154 	907099	A00	 	36	NC	
CHIN 20AM	Wang, Xiao	11	2017-12-08	36	5	HSS  	30	LE	FI	0	14	Y	                              	29	2017-09-28	N	0	2017-12-15	2154 	907099	A00	 	36	NC	
CHIN 20AN	Anderson, Qin-Hong	10	2017-12-08	3	13	YORK 	0	TU	  	0	10	Y	                              	50	2017-09-28	N	7	2017-09-28	4060B	907108	B01	 	10	AC	
CHIN 20AN	Anderson, Qin-Hong	12	2017-12-08	2	13	YORK 	0	TU	  	0	12	Y	                              	50	2017-09-28	N	8	2017-09-28	4060B	907109	B02	 	10	AC	
CHIN 20AN	Anderson, Qin-Hong	14	2017-12-08	2	13	YORK 	0	TU	  	0	14	Y	                              	50	2017-09-28	N	8	2017-09-28	4060B	907110	B03	 	10	AC	
CHIN 20AN	Anderson, Qin-Hong	9	2017-12-08	0	13	YORK 	0	TU	  	0	9	Y	                              	50	2017-09-28	N	0	2017-09-28	4060B	918205	C01	 	0	AC	
CHIN 20AN	Anderson, Qin-Hong	11	2017-12-08	1	13	YORK 	0	TU	  	0	11	Y	                              	50	2017-09-28	N	9	2017-09-28	4060B	918206	C02	 	10	AC	
CHIN 20AN	Anderson, Qin-Hong	13	2017-12-08	1	13	YORK 	0	TU	  	0	13	Y	                              	50	2017-09-28	N	11	2017-09-28	4060B	918207	C03	 	12	AC	
CHIN 20AN	Anderson, Qin-Hong	11	2017-12-08	32	24	HSS  	0	LE	  	0	12	Y	                              	20	2017-09-28	N	0	2017-09-28	2150 	907107	B00	 	32	NC	
CHIN 20AN	Anderson, Qin-Hong	14	2017-12-08	32	24	RBC  	0	LE	  	0	15	Y	                              	20	2017-09-28	N	0	2017-09-28	3203 	918204	C00	 	32	NC	
CHIN 20AN	Anderson, Qin-Hong	11	2017-12-08	32	3	HSS  	30	LE	FI	0	14	Y	                              	29	2017-09-28	N	0	2017-12-13	2150 	907107	B00	 	32	NC	
CHIN 20AN	Anderson, Qin-Hong	15	2017-12-08	32	4	RBC  	0	LE	FI	0	17	Y	                              	59	2017-09-28	N	0	2017-12-14	3203 	918204	C00	 	32	NC	
CHIN 100AM	Anderson, Qin-Hong	9	2017-12-08	15	24	HSS  	30	LE	  	0	10	Y	                              	50	2017-09-28	N	11	2017-09-28	2150 	918203	A00	 	26	AC	
CHIN 100AM	Anderson, Qin-Hong	8	2017-12-08	15	4	HSS  	0	LE	FI	0	10	Y	                              	59	2017-09-28	N	11	2017-12-14	2150 	918203	A00	 	26	AC	
CHIN 100AN	Xu, Li	14	2017-12-08	11	24	HSS  	0	LE	  	0	15	Y	                              	20	2017-09-28	N	9	2017-09-28	2150 	907112	A00	 	20	AC	
CHIN 100AN	Staff	15	2017-12-08	20	3	HSS  	0	TU	  	0	15	 	                              	50	2017-09-28	N	0	2017-09-28	3086 	907114	A02	 	20	NC	
CHIN 100AN	Xu, Li	15	2017-12-08	11	4	HSS  	0	LE	FI	0	17	Y	                              	59	2017-09-28	N	9	2017-12-14	2150 	907112	A00	 	20	AC	
